class, given_name, surname, street_number, address_1, address_2, suburb, postcode, state, date_of_birth, age, phone_number, soc_sec_id
191, , myles,12, marshalyl street, , ringwwod,5280, nsw,19631015,29, 04 38823268,4055017
424,   brooklyn, tunstall,22, barwon street, , lower mitcham,4220, wa,19690202,27, 03 35807006,7740177
105, darcy, balchin,82, moorhouse street, , cooloongup,2087, wa,19325011,25, 02 42036741,6986565
509, sana, mason,20, theodorezstreet, cherokee vlge, willagee,717, nsw,19360116,38, 03 60451937,9985780
497, hollie, vorradi,5, , kilvinton village, orbost,2470, qld,19698004,31, 02 78352757,6075712
447,   teagan, baillie,1, scrivener street, , kyogle,4556, qld,19390221,45, 03 38918820,7758283
18,   baxter, kang,3, brahe place, , farrer,2783, nsw,19940209,24, 08 61698999,8789470
773,   william, grafton,33, elsey street, stockland cairns, bayswater,4207, nsw,19471120,31, 07 37710397,1219874
120,   thomas, ,85, kelleway avenue, , marmong point,5082, vic,19650426,26, 07 42850684,5593843
366,   cain, butt,2, cousin place, , belgian gardens,2462, qld,19170906, , 07 38892350,8498733
799,   blake, verdicchio,15, carnegie crescent, our folly, bowral,4216, ,19470523,24, 08 49479591,2929291
54, alex, lonog,51, debenham street, , mulgrave east,3182, qld, ,24, ,3601975
324,   matthew, hearn,8, gilmore crescent, coolibah, modbury heights,3690, qld,19080313,34, 04 79143637,3336211
645,   luke, golder,85, bentham street, sec 437, briar hill,4860, wa,19021105,22, 02 78699475,5116893
671,   barnaby, lupoi,4, durham place, , charlestown,2830, vic,19581129,24, 03 04134952,6989454
622,   cameron, oats,57, winstanley street, , buxton,2474, nsw,19080727,22, 02 39522849,1791977
141,   chloe, hern,13, cockburn street, , sunshine,4101, vic,19090213,30, 07 71359604,6857699
426,   lauren, jolly,60, wakool circuit, , cable beach,2323, wa,19171218,28, 08 68503469,6495429
338,   sophie, moody,2, wittenoom crescent, , sunshine,7320, nsw,19760315,33, 04 28602552,8407286
610,   max, burford,24, blamey crescent, the lodge, hurlstone park,6056, nsw,19270415,33, 02 84347811,9117060
302,   kyle, gohl,1, eggleston crescent, karingal homes, south melbourne,6150, vic,19010623,25, 07 28546967,8874849
421,   lachlan, white, , lipman street, , kincumber,2064, nsw,19820705,33, 02 69456573,3784813
476,   elli, mijatovic,41, kaberry place, , bossley park,4567, ,19260127, , 07 91098785,5167758
23,   ryan, owerko, , loftus street, fiveways, wyoming,3151, ,19910422,38, 07 94351802,9089869
236, setn, bishop,5, , , inglewood,3133, nsw,19709102,38, 08 01798754,8719782
188,   samuel, ,20, forbes street, , tuart hill,3550, sa,19730217,30, 07 48672539,1841846
575,   helena, brain,563, lambrigg street, , scarborough,2099, nsw,19010525,26, 07 87872318,3848656
354,   liam, calow,17, galway place, , wanneroo,2526, nsw,19710524,34, 07 17991434,6902886
257,   matthew, lydon,64, , , dulwich hill,3880, nsw,19440903,25, 02 34497324,2551287
703,   jye, hearn,32, torrens street, summer hill, maryborough,5271, vic,19440509,28, 07 75784022,3115353
666, rman, shorrock,2, freney place, tilburoo, east hills,2604, nsw,19520523,28, 02 15977131,2311839
195,   leah, green,95, melia place, , orbost,4630, nsw,19050812,27, 07 44538719,3826357
209,   , thorpe,188, henty street, cranford, matraville,2282, qld,19190924,32, 08 17362208,2346645
161,   finlay, corbin,5, durack street, , carine,4219, qld,19261103,27, 08 79265995,5912722
410,   daniel, stubbs,9, maribyrnong avenue, rockleigh cottage, padstow,2075, nsw,19300521,9, 08 97248512,9259759
152,   jack, hand,7, balanu place, the canberra hospital, safety bay,2484, nsw,19460114,38, 08 09441849,1410242
361,   shaun, mcgregor,124, charlton crescent, , echunga,4387, nsw,19770601, , 04 58229218,1991937
311,   alexandra, adhikari,27, falkiner place, waters vale, punchbowl,5353, vic,19270421,24, 07 22829012,5903035
271,   matthew, green,42, , forest edge, jesmond,6168, nsw, , , 04 28541819,2620676
91,   tyrone, morrison,5, mortimer lewis drive, , spring hill,3006, sa,19571116,32, 02 69036490,7291524
693,   charlie, clarke,45, gudgenby close, rosetta village, labrador,6156, tas,19330924, , 08 39459791,5172024
20,   ella, huddy,20, mcwhae circuit, , the narrows,2067, ,19940904, , 04 94806518,9310504
48,   holly, pascoe,143, martin street, , coleambally,6210, vic,19040612,34, 02 68326236,4661997
729,   sarah, stanley,11, horizon avenue, villa 3, mosman,7053, vic,19750907,20, 07 99654705,2737793
466, sophe, takats, , cockcroft avenue, , st ajgnes,6333, ,19720522,20, 03 57980299,4857241
305,   talia, green,3, waratah street, tarahall, peakhurst,2232, sa,19990106, , 04 43155701,8101684
455, priest, jasper,7, namatjira drive, , bungonia,2077, qld,19070896,34, 02 64919729,2595504
646,   daniel, carnachan,96, maclachlan street, , rosebrook,3340, vic,19850602,28, 04 03930997,1144868
318,   joshua, donaldson,12, haines street, , nubeena,2444, vic,19240406,28, 07 89132716,1234253
496,   nicholas, hoffman,1, harry hopman circuit, brentwood vlge, pialligo,6530, qld,19161119, , 03 28510237,8432609
734, adam, blok,0, baddeley crescent, , swan view,4122, nsw,19650105, , 07 34578671,3682860
584,   ella, george,101, port arthur street, kojonolokan hills, sylvania,2114, nsw,19690326,32, 03 47564026,3061167
89, campbell, isabella,30, twelve trees crescent, , rivett,5162, nsw,19320910,36, 02 68398028,5283458
466, sophie, takats,13, cockcroftravenue, , st agnes,6333, ,19700428,20, 03 57980299,4857241
252,   catherine, wastell,3, badimara street, , mount victoria,2280, nsw,19420530,33, ,7271255
740, izaac, jolly,22, yuillep lace, , northrocks,6150, sa,19890817,35, 02 84752650,2491140
772,   gabriel, wiseman,10, waramanga place, , ,5118, qld,19700121, , 04 15898686,9189534
560,   brianna, mccracken,7, thornhill crescent, , elsternwick,3109, nsw,19131211, , 03 17820360,6832069
654,   gillian, dixon,33, duffy street, , yaroomba,2515, nsw,19320717, , 07 17874136,4274156
381,   jaime, hern,5, , brackengrae, albion park rail,3030, vic,19310120,36, 04 52332250,1250217
702, stephanie, marria,52, mount vernno drive, , prospdct,5220, wa,19240307,28, 04 99503172,2866007
224,   amelia, ,4, barwell place, , rosebud,4107, sa,19410220,22, 07 62982161,5023011
32,   thomas, donaldson,40, fitzhardinge crescent, , bullsbrook,6164, nsw,19880709,30, 03 09904714,2254894
661,   tony, paterson,289, , , cleveland,7030, nsw,19690604, , ,6688060
327,   alexandra, yusoph,192, ballumbir street, , rose bay,6171, wa,19810311,20, 04 32361031,5840615
102,   , shepherdson,11, beasley street, , mermaid waters,3496, ,19131106, , 08 51947777,7467703
528,   matilda, hurl,18, bellchambers crescent, , moorabbin,3156, ,19240910, , ,8404299
230, jese, ryan,11, guthridge crlscent, withern house, old bar,2371, vic,19891224,9, 07 08180970,5946746
439,   jasmine, strehovski,86, burhop close, lyra park, lake munmorah,2153, act,19700413, , 07 46751904,4107785
787,   lee, webb,3, sturdee crescent, granite hills, bassendean,2151, qld,19801013,31, 08 54628054,9946199
462,   ky, ludeke,84, copland drive, , greensborough,2032, qld,19510403,35, 03 80798508,5314855
643,   dean, bissett,5, fink crescent, , artarmon,4570, ,19741105,30, 08 74197010,8176820
292, vincent, wade,2, henty street, eureka, beaudesert,3995, vic, ,34, 04 97518974,7119433
181,   angus, heraud,45, santalum street, , booragul,2646, vic,19420821,32, 08 34153139,8770392
11,   teagan, ,11, spinifex street, , everard park,6102, nsw,19390321, , 02 23080660,7933788
7,   nathan, spark, , ware place, , paddington,2153, vic,19581208,12, 07 94662059,4297825
203,   emiily, van kalker,1, biffin street, , rosebud,3977, nsw,19701130,39, 08 71032856,2206362
734, adam, block,9, baddeley crescent, cotton tree caravan park, swan view,4122, nsw,19650195, , 07 34588671,3682760
793,   luke, campbell,72, barangaroo street, , lavington,2440, qld,19151028,22, ,6754138
443, caitlin, elphick,51, bandjalong ccrescent, , canterobury,4128, nsw,19580575,41, 07 55743494,8089860
373,   emiily, krollig,239, dominion circuit, kinara, pakenham,5019, qld,19080424,27, 03 31000583,6738442
199,   alessandria, godfrey,4, warragamba avenue, , joslin,2112, vic,19200131,34, 08 99521141,4805647
397,   deakin, asser,32, , , crestmead,2088, wa,19840701,30, 03 30670011,6820757
84,   taylor, westbrook,14, heard street, , alice springs,5253, sa,19110914,27, 07 26476161,4654953
492,   wil, white,20, don place, , port macquarie,2289, wa,19570501,31, 08 64617059,3807173
706,   nathan, stephenson,9, halford crescent, owena, burwood,2730, nsw,19010518, , 04 33480415,7075507
10,   mikaela, robson,18, ulverstone street, , redridge,2850, tas,19110318,29, 02 20078646,9952295
230, jess, ryan,11, guthridge ceescent, withern house, old bar,3218, vic,19891224,9, 07 08180970,5946646
477,   heath, sherriff,103, betche place, rosehill, maydena,2530, nsw,19961217,22, 03 54709223,2098706
682,   emiily, coulson,19, duterrau crescent, suffolk downs, jerrabomberra,2479, vic,19220819, , 04 09335495,8820054
281,   carlin, gunnell,1, illidge place, , leichhardt,2486, nsw,19230622,30, ,1885493
184,   hamish, shoubridge,57, chambers street, row 1, revesby,2046, vic, ,9, 03 78836945,3853145
648, nikk, jacnon,51, bargang crsecent, , pacific palms,5162, ,19061119,24, 08 23317005,8409853
17,   sara, greenhalgh,49, burraly court, , burpengary,3568, nsw,19330314,33, 07 22616271,2716066
53,   erin, boyle,6, atkinson street, cannonvale whitsunday shopping centre, southern cross,2317, nsw,19060505,31, 03 57203355,5727038
133,   toby, hewson,14, wyselaskie circuit, stone oak farm, bossley park,6107, nsw,19230823,20, 08 17235079,5597290
583,   ruby, benger,1, paddys river road, argyle garden, willetton,4114, vic,19751110,26, 07 37135917,7795215
362,   michael, mccarthy,99, rogers street, , mount beauty,6018, qld,19770221,29, 07 89287697,2675468
90,   , garden,122, pinkerton circuit, , pascoe vale south,4218, nsw,19260228,26, 02 90136047,7688022
607,   thomas, coffey,71, armbruster street, allandale, dural,5031, vic,19821026,33, 07 91711061,8987427
314,   brayden, benger,52, mcgowan street, , putney,4811, qld,19040930, , 03 93154114,7899353
438,   samantha, bergamaschi,9, waramanga place, , watsonia,5070, nsw,19300623, , 04 04474162,3342308
331,   teal, maynard,23, , , rowville,4055, nsw,19260504,31, 03 61473031,4276636
481, jain, paterspn,13, canning street, , llanarth,4305, nsw, ,38, 07 44598583,2959451
506,   jeremy, bartel,14, parer street, , boddington,2262, nsw,19810403, , 04 83178141,8432799
129,   joel, willering,20, hirschfeld crescent, , avoca beach,2785, nsw,19950922, , 07 96908092,2290249
652, sascha, hitchenlr,24, john russell circuit, telooma, paddington, , viv,19711225, , 04 08683148,1936588
617,   chelsea, van den hoogen,155, balala place, , scarness,6025, wa,19340303,21, 04 11398067,7232086
466,   sophie, takats,133, cockcroft avenue, , st agnes,6333, ,19720522,20, 03 57980299,4857241
8,   deakin, jesser,3, jinka street, , hampstead gardens,2486, qld,19471010, , 02 58234840,2166345
553,   kristo, rocca,11, namatjira drive, , st albans,3133, vic,19870630,9, 02 04139483,4045723
146,   shakira, leslie,421, manity court, jinderoo, douglas park,3393, qld,19801120,35, 02 29537335,9900831
26,   hugh, uffelmann,200, coolibah crescent, villa 5, tingalpa,4740, nsw,19161005,34, 03 57541745,8776349
245,   isabella, reid,27, bastow circuit, , mirrabooka,2763, wa,19111210,32, 08 90927032,3136115
279,   alana, browne,29, melrose drive, fiveways, terrigal,3138, nsw,19940626, , 03 22510832,2619443
37, zara, white,13, westhoven street, , knoxdield,2559, vic,19461129,37, 03 89881976,1783324
687, abbey, narracott,6, burtt crescent, , worongary, , ,19540817,37, 02 41340585,7561965
205,   kelsey, boase,27, wakefield garden, , bull creek,6445, nsw,19691216,31, 08 34639640,7645068
428,   michael, buhagiar,44, wagga street, , bundaberg south,5082, vic,19940803, , 03 86976757,7235035
385,   kayla, webb,11, henty street, jemular downs, ashwood,6167, wa,19920201,25, 08 91460844,8232095
185,   sarah, joinbee,1, battersby circuit, hmas cerberus, dunsborough,4701, vic,19690122,33, 03 71816512,9678897
798,   chloe, ryan,7, blackman crescent, , knoxfield,3557, nsw,19460821,27, 04 60991215,3928892
536,   benjamin, everett,541, shackleton circuit, , park orchards,4519, nsw, ,24, 08 18045759,8775342
638,   joshua, buckmaster,20, brid place, , windradyne,3987, ,19290718, , 08 19894575,9098528
35, jye, ho,337, bettington xircuit, quinden, toowoon bay,3717, nsw,19640317,28, 02 88428684,8819104
365, caitlin, white,19, bandulla kstreet, , dapto,2105, ,19620303, , 07 59145959,1347617
96,   campbell, gilbertson,10, ferguson circuit, lashbrooke, oak park,2060, wa, , , 04 90153801,9195755
673,   samantha, bishop,4, colvin street, , cowan,3032, qld, , , 02 17898835,9824980
768,   katie, cresp,15, florey drive, , rosebud,4869, nsw,19790218,31, ,7327067
80,   lachlan, cochrane,41, lee-steere crescent, , labrador,3144, vic,19800416,33, 07 34733898,7048995
210,   julia, chandler,15, deamer crescent, , underdale,3180, qld,19290226,21, 07 31250976,1148021
769,   jessica, callister,2, castlereagh crescent, whylackie, riverwood,3318, vic,19661214,29, 02 36782234,7268497
409,   nathan, webb,5, cygnet crescent, , tully,5127, sa,19910426,25, 07 26609132,8752410
660,   alec, steed,96, pearson street, , bundamba,2768, nsw,19110404,13, 04 15710925,2214553
119,   , large,9, dunlop street, , ,3825, qld,19870721,28, 04 58192142,1001210
533,   brianna, hammer,57, archdall street, , beverly hills,6063, wa,19850112, , 03 72976189,5183564
349,   trey, neylon,60, wettenhall circuit, hse 139, atherton,4123, nsw,19041117,32, 04 66263311,2908383
415,   giuliana, browne,6, ferguson circuit, , ingham,2084, nsw,19790703, , 04 81231597,6072953
462, ky, ludekfe,84, coplans drive, , greensborough,2032, qld,19510403,29, 03 80798508,5314855
364,   jarred, warneke,2, waller crescent, kilvinton village, pakenham,6355, vic,19850827,40, 08 71084056,1076167
295,   lachlan, freeburn,25, newdegate street, , bundaberg,3187, vic,19291120, , 03 75122728,6568837
105, darcy, balchin,2, moorhouse street, , cooloomgup,2087, wa,19320511,25, 02 42036741,6986565
151,   lily, mccracken,38, twynam street, , swan view,4659, sa,19910821,35, 04 21201911,7278744
99,   ethan, white,64, bingley crescent, , moree,3011, vic,19690731,25, 04 90855524,4816757
350,   magnus, bissett,17, nugal place, , ingleburn,6153, nsw,19170320,36, 03 79943174,3115543
266,   blaize, hyles,83, totterdell street, mianga, ,4564, qld,19021016,8, ,1910548
65,   sophie, ruutel,6, corrigan place, treasalee, kirwan,2088, qld,19111217,12, 02 25367481,2280643
175,   joshua, ,194, mcinnes street, , armidale,2530, nsw,19290701,31, 08 63426146,1298636
114,   bailey, henshaw,32, toohey place, , beverly hills,4570, tas,19060328,29, 07 47380385,2108859
248, mikaynla, bishoo,36, goyder street, neretva, bokarina,5109, vic,19640327,30, 02 96021230,6032774
577,   nicholas, mcneill,7, hinkler street, snorter hill, ashbourne,2441, nsw,19941014,26, 03 63426891,6784480
91, tyrone, miliano,5, mortimer leis drive, , spring gill,3006, sa,19571116,32, 02 69036490,7291524
567,   madison, dulko,2, hosking place, antelle park, hoppers crossing,6285, nsw,19030530,30, 08 88625048,2642895
500,   jade, robson,18, haydon drive, , oakden,3199, sa,19401002,27, 03 83954395,3920021
106, andie, apted,6, rolph place, , southbank,2440, qld,19140209,34, 03 70479165,3430144
255,   hannah, leaver,8, barton highway, , camperdown,5162, vic,19640302,39, 03 30517053,9785927
14,   hamish, cassilles,7, somerville street, reddestone, toormina,3187, sa, ,34, 04 44734360,5835800
159,   jessica, clarke,22, mclorinan street, glenlee, culburra,2429, sa,19261004,19, 03 37741875,4582912
482,   joshua, white,2, namadgi circuit, , maiden gully,2121, vic,19740911,34, 07 79374110,9076991
519,   sophie, campbell,26, walu street, , kangaroo flat,4702, qld,19770504, , 04 89494448,4769542
347,   , myles,67, edlington street, , doubleview,6156, vic,19781113,10, 07 64179405,9687828
437,   angus, petersen,3, grover crescent, , mount evelyn,4285, wa,19260406,39, 04 38506676,6039586
597,   garth, yost,6, lienhop street, talasea, ermington,2016, nsw,19630421,37, 04 60398553,2980297
481, jaxin, paterson,13, , , llanarth,4305, nse,19630370,38, 07 44598583,2959451
769, jessica, callister,1, castlereagh crescent, whylackie, riverowod,3381, vic,19661214,29, 02 36782234,7268497
692,   alexandra, lyden,13, atherton street, , avalon,4886, vic,19371024, , 02 21831291,9765758
404, mikhayla, zimmermann, , banvard place, wallerwaugh, tea tree gully,2030, qld,19438018,33, 03 62740428,8370653
351,   lachlan, garcia,10, bargang crescent, , sylvania,4868, vic,19940608,26, 03 42544059,2045046
329, , ryan,31, carruthers street, , belose,2540, vid,19900227, , 08 61056147,7955916
463,   mikayla, noble,31, euroka street, , flemington,6152, wa,19210825,20, 04 10808517,7715684
454,   cheyenne, binns,18, mawson drive, , toowoomba,3173, vic, ,26, 04 81474572,1726428
427,   emiily, reuter,20, rapanea street, , ascot park,2101, vic,19280609,33, 04 74807037,2672951
616,   joshua, michalek,73, woolnough street, , ardeer,7009, qld,19231028, , 08 08993851,5667822
227,   gillian, kerley,5, diggles street, st john of god hospital, burwood,2600, vic,19541120,34, 04 25855577,6151061
88,   oliver, stubbs,51, mainwaring rich circuit, , beverly hills,2198, vic,19580710,12, 03 28461128,9635668
709,   mathilde, fardell,56, togo place, brentwood vlge, dulwich hill,2322, wa,19010629, , 02 57327583,9546066
440,   james, laing,56, kambalda crescent, , lilydale,6009, qld,19630809, , 07 27465843,8553887
187,   abbey, matson,991, browne place, killarney, loganholme,2428, vic, ,23, 07 00724037,9818367
250,   thomas, doody,28, beasley street, , albury,2753, qld,19200915,34, 08 31724451,1993821
446,   michael, george,22, groom street, ballymannin, bonython,4163, wa,19940309,25, 08 19330764,3464661
179,   alexander, purdon,68, hoddinott street, , taigum,2754, qld,19270520, , 04 59807062,8405365
183,   kylee, stubbs,3, mountain circuit, locn 316, mosman,2526, nsw,19010606,9, 04 31451670,8076390
461,   madelyn, rusack,11, stretton crescent, bimby vale, sunshine,4852, nsw,19310603, , 08 84862405,6547706
97,   jacinta, bishop,53, derrington crescent, , west wollongong,7253, nsw,19651206,34, 07 64025947,9909386
484,   mitchell, braithwaite,14, mugga way, , swan view,2035, qld,19140927,31, 02 55968027,6066049
244, brodoke, eylds,6, haines street, spring banks, palmerston,4820, nsw, ,20, 08 64971838,9315124
465,   thomas, benjafield,8, woods place, , kununurra,3075, ,19910419,32, 04 65560782,7307586
412,   sarah, diniro,1, outtrim avenue, redlands, lavington,2330, vic,19660116,36, 02 47867903,3537624
450,   anika, moyse,30, newman morris circuit, , alice springs,4824, nsw,19190824, , 03 77332903,8681217
291,   amelie, crosswell,26, currie crescent, , como,2441, nsw,19570306,9, 02 42771993,2299526
71, adar, friedman,40, hickory flat, , hamiwlton,4059, nsw, , , 02 61334811,9075587
518,   joel, green,68, carroll street, durambang, homebush,4744, nsw,19291117,28, 08 90454174,2754412
285,   , whatling,38, want place, moranbah, valentine,4820, vic,19750506,30, ,6401742
601,   melinda, robson,33, stacy street, , woollahra,3977, vic,19120214,9, 07 59946341,3164754
15, oscar, gooee,26, max henry crescent, , lindfiweld,2227, qld,19431206,20, 08 09352826,2786866
198,   ryan, paine,48, neilson street, , aroona,2320, nsw, ,37, 08 95526379,4423393
346,   , bishop,23, ellerston avenue, , longreach,2770, nsw,19900628,24, 04 93750528,3028368
437, angus, petersen,4, grover crescent, , mount eelyn,4285, ws,19260406,39, 04 38506676,6039586
401,   alexandra, ,5, pilbara place, cumkillenbar, bicton,2810, nsw,19980423,25, 08 15766787,5061632
657,   jamie, clarke,8, serpentine street, , toowoomba,3805, qld,19051221,20, 02 69801038,7505616
776,   imogen, green,7, saltash place, waterdale, scarborough,2071, wa,19610803,30, 02 09507444,3431298
590,   india, ellston,376, dalabon crescent, brentwood vlge, smithfield,2200, qld,19680318,35, 07 88726603,1242784
93,   mitchell, battisson,59, veale street, fairholme, ingleburn,5523, ,19050620,22, 08 54354283,7300700
791,   oscar, ryan,10, glasgow street, , raymond terrace,2485, nsw,19330316,31, 03 22046851,7083071
618,   samantha, radic,32, shannon circuit, fruinn glen, glengowrie,7470, ,19140701,30, 08 25832699,2758291
629,   max, stanbury,2, cashion court, shiloah, epsom,6171, qld,19160228,24, 08 97091702,7851716
761,   , korff,167, britten-jones drive, beswick comm, jamberoo,6010, qld,19941119,34, 03 03837924,9293937
307,   emiily, mchenry,9, green street, milly milly, waroona,2200, sa,19031215,34, 04 27452735,8962508
158,   talia, pascoe,438, crommelin place, , thornleigh,4570, nsw,19640325,34, 04 76722547,4879300
64,   jacinta, campbell,90, harcourt street, dp 808602, williamstown,7011, wa,19100923,29, ,7343503
442,   zarran, sliuzas,51, eyre street, willalooka, westmeadows,3475, vic,19090805,34, 07 86684999,5939443
477, hezth, sherriff,101, santalum street, rosehill, maydena,2530, nsw,19961217,22, 03 54709223,2098706
529,   oliver, fenwick,11, shumack street, kemminup farm, bundanoon,3212, nsw,19981127,29, 07 64102563,5518549
556,   zachary, hearn,78, hobart place, , carlingford,2560, wa,19050801,22, 03 60837714,5800316
433,   abbey, kelley,19, outtrim avenue, , normanville,2825, nsw,19740117,38, 03 92825827,1899403
595,   andie, trenerry,7, disney court, meadowview, burwood,2121, ,19880919,36, 03 02246298,2772607
46,   william, mccarthy,710, walsh place, , innisplain,4152, nsw,19710201,22, 02 50547743,1207051
764,   thomas, widdowson,33, noble close, , semaphore park,6383, nsw,19800428,29, 08 98065489,6540328
117, benjamin, hawe,2, harding street, dunmoven, toowommba,2710, vic,19871021,27, 07 15425607,9455395
182,   jamie, brooker, , lyall crescent, , deer park,3011, qld,19610220, , 04 04456661,4327072
112, chlde, trowse,62, forbes street, yarrandale moonee, moonta,2126, naw,19819520,28, 03 58646738,8908147
509, sana, mason,20, theodore treet, , willagee,7017, nsw,19360116,37, 03 60471937,9985780
40,   luke, graue,107, radcliffe street, , coombabah,5112, qld,19980307,28, 03 20143153,9014521
624,   isabella, crofts,4, bandjalong crescent, , kiara,3142, nsw,19700406,31, 03 84508881,2819350
574,   nasyah, bloomfield,8, stephen street, , parmelia,2583, qld,19990331,29, 04 08278733,8596777
564,   chloe, zilm,21, govett place, seagulls football club, lake munmorah,2611, qld,19990729,25, 04 16042180,7730555
563,   ella, matthews,42, bruche road, , queenscliff,6027, sa,19040712,21, 04 99632317,8967326
599,   kyle, mantel,27, lampard circuit, , miami,6156, vic,19310328,27, 03 40757110,9166004
481, jaxin, paterson,15, canning street, , llanarth,4305, nmw,19603730,38, 07 44598583,2959451
734, adam, block,7, baddeley crescent, , swan view,4212, nsw,19659105, , 07 34588671,3682860
576,   phoebe, kerley,2, schwarz place, , anglesea,4184, ,19191213,33, 03 29685071,5752191
35, jyd, ho,331, bettington circuit, quinden, toowoon bay,3717, nsw,19640347,21, 02 88428684,8819704
411,   juliana, shepherdson,58, appel crescent, , blue haven,4670, vic,19480923,46, 02 77636218,7539221
57,   jessica, wiseman,11, marconi crescent, , broken hill,2101, vic,19830130,35, 02 03797515,4845007
571,   ruby, ,13, jasper close, , bundaberg,3621, nsw,19060329, , 03 07981791,1349185
117,   benjamin, hawes,43, harding street, dunmoven, toowoomba,2710, vic,19871021,27, 07 15425607,9455395
483,   nicholas, galangarri,12, mccrae street, piney range, frankston,3058, vic,19931013,42, 04 26119093,9202245
497, hollie, vorraso,5, , kilvinton village, orbost,2470, qle,19240106,31, 02 78357257,6075712
392,   benjamin, benjafield,7, ross smith crescent, , panorama,5109, vic,19680601, , 03 34612196,5905445
650,   zoe, mcgarrigan,48, angliss place, , joondalup,2776, qld, ,29, 08 44722062,3492004
244, brooke, eyles,6, haines street, springbanks, palmerston,4820, nsw,19610128,20, 08 64971838,9315114
355, kaitlyn, webh, , kallarao road, , wouree,3350, vic,19500313,32, 02 68898198,3602255
375, nicholas, white,15, la perousr street, , maribyrnong,5049, nsw,19530412,28, 04 85059581,4115872
656,   harriet, burnell, , hopkins street, , cambooya,2760, nsw,19181127,10, 08 25137624,8502386
345,   bethany, bullock,28, prendergast street, , waroona,3015, qld,19650317,25, 02 28269967,7503402
669,   jacob, vincent,47, kalgoorlie crescent, , summer hill,2564, qld,19850928, , 04 24632809,3397793
136, bianca, campbell, , , , lilydale,3976, wa,19601912,9, 07 24898440,5148569
400,   mia, mccarthy,7, , , white hills,4217, wa,19391010,38, 07 55309715,2885636
507, sophie, wiwloch,13, werriwa crescent, , gunn,3505, nsw,19540518,31, 08 29512292,5180003
719,   molly, pinto,18, nimbin street, , preston,4740, vic,19001117,32, 02 77675963,9844002
377,   harrison, roebuck,215, chuculba crescent, , kings park,2640, vic,19310425,29, 02 25218186,2067364
561,   matthew, savio,16, yanda street, , burleigh heads,2152, nsw,19870903,31, 03 36725883,5202984
720,   rebecca, hassell,5, suttor street, wagin medical centre, oak park,2289, vic,19031105, , 02 58717041,6043287
191, , myles, , marshal street, , ringwood,5280, nsw,19631015,29, 04 38823268,4050517
155,   olivia, rees,4, ryan street, , cronulla,4053, nsw,19710820, , 07 08825000,8523188
594,   jessie, berry,17, shumack street, , caulfield,2540, ,19510130,33, 08 90855361,8741679
573,   brooke, rundle,34, revill place, , upper coomera,3041, sa,19760729,24, 02 74137598,6295750
232,   , mason,2, alexander mackie circuit, sunset, innaloo,3125, nsw,19610918,30, 07 68909988,4165693
283,   phoebe, buchhorn,73, davey crescent, , kangaroo flat,3196, vic,19200802,29, 03 75009562,6044265
145,   abbey, walch,23, wenholz street, , cardiff,3104, nsw,19730807, , 02 64153817,9130933
680,   luke, miles,8, burns circuit, rivonia, burpengary,2257, nsw,19600818,30, 04 38478776,6760228
97, jacinta, bisyop,53, derringtonvcrescent, , west wollongong,7235, nsw,19651206,34, 07 64025947,9909386
591,   toby, gogel,45, wybalena grove, , torquay,6152, qld,19430616,27, 07 44898836,3447209
731,   gabrielle, clarke,45, kellway street, court units, o'malley,2641, ,19180113,27, 08 61455043,9890357
589,   cooper, jackermis,26, alston street, , tingalpa,2864, vic,19980123,36, 04 57028221,8356712
301,   luka, wiseman,56, brazel street, civic centre, peterborough,4655, sa,19120920,36, 04 08872457,4555897
37, white, zara,19, westhoven street, , knoxfield,2559, vic,19451129,37, 03 89881976,1783314
43,   harrison, halinen,169, meyers place, , mosman,5041, qld,19590822,31, 02 82988911,6849529
104,   alexis, humphreys,48, fihelly street, aratula street, greenwith,4550, nsw,19960109,22, 04 26914328,2466611
220,   william, higlett,14, eggleston crescent, , andergrove,3820, vic,19711211, , 04 94500334,7395979
274,   demie, clarke,71, stretton crescent, miranda, lakemba,4035, qld,19961208,20, 07 98374073,7485133
733,   emiily, chorley,62, heydon crescent, , cabramatta,2304, vic,19410320,31, 02 44486851,5099251
75,   abigail, anninos,6, andrews street, , wahroonga,4350, nsw,19200525,27, 02 10548213,7744005
219,   james, clarke,92, edwell place, , boondall,4114, qld,19320730,27, 03 86692496,6155471
498,   liam, snoad,19, wellington street, lyndan, netley,4066, vic,19791021,30, 02 68578305,2747769
33, tahlia, sworzenidwski,2, inlander crescent, keilor retirement home, eight mile plains,3840, ,19921231,30, ,5906658
763,   tahlia, lodge, , wirilda street, , lockwood,3151, nsw, , , 03 72562461,6679482
118,   bailey, carmody,21, absolon place, dundindi, yarram,3015, ,19440622,30, 02 18671046,2854280
343,   campbell, smallacombe,7, wattle street, yggdrasil, ballarat,4224, nsw,19180725,27, 07 02361477,2578589
54, aldx, longo,597, , , mulgrave east,3182, qld, ,24, 08 14133091,3601975
241,   holly, lowe,11, grampians street, kela, croydon north,5680, vic,19090228,31, 08 27724269,7256930
112, , trowsd,62, forbes street, yarrandale moonee, moonta,2126, nss,19810520,28, 03 58646738,8908147
126, maconal, ,16, wheatley street, colonial cvan park, mentone,2217, qld,19500918,31, 03 25116636,3636330
587,   sienna, gogovcev,1, bougainville street, , beaumont,5014, qld,19630310,30, 04 62324240,5176740
